N,P,K,temperature,humidity,ph,rainfall,label,land_type
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,Hilly
83,21,28,25.5674832,60.49244602,7.466900683,190.2257843,coffee,Hilly
88,50,40,25.63215038,79.95150917,7.051822472,182.2582277,jute,plain
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,Hilly
67,41,40,25.848795,87.81661683,7.333143205,152.6194403,jute,plain
36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,plain
100,40,20,22.45145981,76.25674874,7.432043735,86.84998693,cotton,Hilly
24,128,196,22.75088787,90.69489172,5.521466996,110.4317855,apple,plain
40,5,29,28.48444906,97.76865458,5.820978791,160.389421,coconut,Hilly
37,6,13,26.03097313,91.50819306,7.511755068,101.2847738,orange,Hilly
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,Hilly
19,26,29,26.93141945,98.80313612,5.67154928,166.5712879,coconut,plain
7,144,195,22.96388477,93.58065995,5.85648105,104.6472986,apple,plain
27,64,21,32.84213012,68.68401492,7.543804223,73.67166182,blackgram,Hilly
67,35,22,23.30546753,63.24648023,6.385684214,108.7603001,maize,Hilly
26,37,30,35.39986338,49.45962621,6.166173834,97.41054011,mango,plain
7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,pigeonpeas,Hilly
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,plain
103,51,20,22.80213132,84.14668447,7.046607434,91.6389565,cotton,Hilly
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,plain
34,65,19,23.43974653,63.22011726,5.94239222,45.40277297,lentil,Hilly
35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango,plain
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,Hilly
83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon,plain
119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon,plain
33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas,Hilly
18,23,44,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate,plain
12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange,plain
58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram,Hilly
33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange,plain
40,58,15,29.46416042,87.60890009,6.978400282,43.15411472,mungbean,Hilly
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,plain
17,57,21,19.88394011,20.31564139,5.789214289,60.91974792,kidneybeans,Hilly
92,85,51,29.22118628,81.08183635,5.740764682,108.8616474,banana,Hilly
77,57,21,24.9321581,73.80435276,6.550563823,79.74078719,maize,plain
31,144,202,11.02105378,80.55557235,5.870600622,68.23963161,grapes,plain
54,77,85,17.1418614,17.0662427,7.829211144,83.74606679,chickpea,Hilly
88,52,39,23.92887902,88.07112278,6.880204617,154.6608736,jute,plain
81,25,49,29.86895762,93.25103208,6.076459669,26.26243014,muskmelon,Hilly
114,94,53,26.33544853,76.8532006,6.190757459,118.6858263,banana,plain
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,plain
102,49,21,24.69315538,84.84422454,6.253343655,89.799462,cotton,plain
17,30,27,29.03065024,90.79093862,5.894027065,205.5720367,coconut,plain
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,mungbean,Hilly
111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon,plain
109,31,27,23.05951896,50.40609436,6.973839707,164.4971875,coffee,Hilly
14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,kidneybeans,Hilly
112,39,29,26.12492233,63.37479229,6.726528895,147.8035305,coffee,Hilly
107,38,29,26.65069302,57.56695719,6.35118177,145.105065,coffee,Hilly
10,18,35,27.79797651,99.64573002,6.381975465,181.6942283,coconut,Hilly
80,15,28,23.11438731,68.00096043,6.703270635,161.8944624,coffee,Hilly
20,129,201,23.41044706,91.69913296,5.587905967,116.0777931,apple,plain
5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,kidneybeans,plain
85,21,52,29.62800691,90.10051615,6.075144116,23.69586761,muskmelon,plain
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,plain
33,143,204,21.1316077,91.95769858,5.814434775,122.5391946,apple,Hilly
32,139,198,35.89307536,82.66850729,6.358186848,66.53946559,grapes,plain
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,Hilly
14,5,36,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate,plain
40,126,201,11.36300891,80.03100049,6.116982944,71.18289431,grapes,Hilly
79,42,37,24.87300744,82.84022551,6.587918708,295.6094492,rice,Hilly
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,cotton,Hilly
29,78,25,19.95991719,59.33157782,5.982854523,195.787103,pigeonpeas,plain
22,64,82,19.48974337,17.17260319,6.4740245,87.51312796,chickpea,Hilly
120,40,33,24.23850608,54.30329632,6.73410539,115.1564012,coffee,Hilly
7,141,195,23.8812458,93.45067555,5.514253142,104.9116663,apple,plain
9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,kidneybeans,Hilly
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,Hilly
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,plain
12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange,Hilly
10,37,22,28.7275267,89.12760359,7.069747814,58.52974279,mungbean,plain
39,65,23,25.43459777,69.12613376,7.685959305,41.02682925,lentil,plain
66,69,47,23.69212243,93.61055571,6.912299695,87.53393983,papaya,Hilly
28,69,16,29.77013109,66.29327012,6.547361618,35.69674138,lentil,Hilly
83,45,21,18.83344471,58.75082029,5.716222912,79.7532896,maize,plain
30,20,38,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate,Hilly
21,137,196,23.6119202,91.70293849,5.812781806,123.5900822,apple,Hilly
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,Hilly
60,55,36,26.12797248,80.49172597,7.132389299,150.6326874,jute,Hilly
134,56,18,23.80834611,83.91902605,6.691268104,70.97358303,cotton,plain
85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,plain
121,36,24,23.66457347,81.69105088,7.352401887,99.36898373,cotton,Hilly
117,34,25,24.83846178,56.7685316,7.21270048,124.4135035,coffee,Hilly
14,128,205,22.60800988,94.58900601,6.226289556,116.0396587,apple,plain
0,133,200,23.67287749,90.4935574,5.708418722,104.2298028,apple,plain
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,plain
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,plain
58,63,81,19.81344531,14.69765308,6.515499549,78.96514709,chickpea,plain
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Hilly
31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango,plain
43,79,79,19.40751744,18.98030507,7.806747656,80.25064637,chickpea,Hilly
4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,mungbean,plain
13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange,Hilly
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,Hilly
30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,pigeonpeas,Hilly
116,81,55,26.42313317,83.6995044,5.915546415,95.12322062,banana,plain
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas,Hilly
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,Hilly
14,22,9,17.24944623,91.13772765,6.543191814,112.5090516,orange,plain
108,94,47,27.35911627,84.54625006,6.387431383,90.81250457,banana,Hilly
89,28,33,26.44414097,53.83876189,6.993236001,175.3723314,coffee,Hilly
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,papaya,plain
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,Hilly
0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango,Hilly
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,plain
37,10,32,28.96318258,95.16333673,6.165084855,222.803013,coconut,Hilly
32,120,204,10.38004759,83.44518113,6.138958698,67.3917379,grapes,plain
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,mungbean,plain
35,67,49,41.31330062,91.1508798,6.617066674,239.7427554,papaya,Hilly
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,plain
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,Hilly
80,71,47,27.50527651,80.79783998,6.156373499,105.0776992,banana,plain
30,79,22,18.28766124,69.48515056,6.254216611,48.60449438,lentil,plain
13,144,204,30.7280404,82.42614055,6.092241627,68.38135469,grapes,Hilly
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,plain
32,14,37,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate,Hilly
34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram,plain
16,77,22,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,plain
112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon,plain
27,30,31,28.98545306,90.73966792,5.718120393,148.8398374,coconut,plain
31,60,24,25.40474421,65.8567539,7.722335992,51.92057267,lentil,Hilly
18,12,8,12.59093977,91.81668769,6.206053072,119.3916718,orange,Hilly
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,plain
0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,kidneybeans,Hilly
33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram,plain
30,30,35,25.00872392,95.59224018,6.001936419,165.8092179,coconut,plain
5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,Hilly
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,Hilly
91,56,37,23.43191632,80.56887849,6.363472208,269.5039162,rice,Hilly
5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,plain
34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,plain
58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram,Hilly
48,62,47,25.34756111,93.02871078,6.803094965,174.4012337,papaya,Hilly
69,64,47,40.21199348,94.50766912,6.993473247,186.6762324,papaya,plain
63,37,43,23.41798979,85.08640476,6.661957897,185.7446728,jute,Hilly
8,6,33,28.27804288,93.64761266,6.095261013,171.9457959,coconut,plain
101,70,48,25.36059237,75.03193255,6.012696655,116.5531455,banana,Hilly
35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,kidneybeans,Hilly
8,120,196,24.06679352,82.66396666,6.053662544,69.81855775,grapes,Hilly
8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,plain
12,129,205,22.36238282,91.15761594,6.119432215,118.6832725,apple,Hilly
116,52,19,22.94276687,75.37170612,6.114525877,67.08022574,cotton,Hilly
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,Hilly
34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango,Hilly
86,39,43,26.14576648,71.23690851,6.432051512,193.1007598,jute,Hilly
9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,pigeonpeas,Hilly
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,plain
37,18,30,27.63551259,99.34854917,6.38488418,157.9171537,coconut,plain
25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram,Hilly
33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram,plain
7,126,203,16.76201707,82.00335557,5.662140095,73.28712806,grapes,Hilly
74,49,38,23.31410442,71.4509053,7.488014404,164.4970373,jute,Hilly
6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans,Hilly
10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans,Hilly
3,9,45,23.89162561,89.61850203,6.535244251,104.617522,pomegranate,Hilly
17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans,Hilly
20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango,plain
30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,kidneybeans,Hilly
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,plain
19,30,30,29.56549169,91.40896307,5.826381164,224.8315729,coconut,plain
3,141,197,21.98141856,91.12719303,6.142803397,115.4789148,apple,plain
26,18,42,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate,Hilly
101,11,51,25.50736962,84.24340241,6.792035575,44.2068997,watermelon,plain
116,28,34,23.44372334,60.39523266,6.42321105,122.2103248,coffee,Hilly
89,58,35,23.98651719,82.09053379,6.096838784,167.0576456,jute,plain
91,41,37,24.48556447,83.20630007,6.132570523,192.2316221,jute,plain
107,31,31,23.17124551,52.97841162,6.766184468,153.1201644,coffee,Hilly
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,Hilly
38,132,197,20.42094753,81.54185044,5.931101816,66.93065667,grapes,Hilly
57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram,Hilly
107,43,18,22.426733,81.53480799,6.745104394,65.54475812,cotton,plain
20,19,35,34.17719782,50.62161586,6.113935087,98.00687989,mango,plain
88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon,Hilly
104,47,18,23.9656349,76.97696717,7.633437412,90.75616738,cotton,Hilly
99,57,35,26.75754171,81.17734011,5.960370061,272.2999056,rice,Hilly
33,23,45,20.00218987,85.83618191,7.116538883,112.337046,pomegranate,Hilly
8,37,33,28.07802689,54.9640534,6.128167757,97.45373619,mango,Hilly
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,plain
15,11,38,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate,plain
120,60,15,22.31871914,83.86129998,7.288377241,65.35747011,cotton,plain
100,52,19,23.45969093,82.44777468,7.903528673,93.50153555,cotton,Hilly
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,Hilly
50,60,47,32.57720726,92.74889453,6.92791761,93.7942847,papaya,plain
63,47,35,26.98582182,89.05587886,7.432768147,193.8778713,jute,plain
52,60,79,19.45339934,18.23490739,8.380185271,75.6317566,chickpea,Hilly
35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas,Hilly
78,43,42,21.32376327,83.00320459,7.283736617,192.3197536,rice,Hilly
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,Hilly
99,36,20,20.57981887,65.34583901,6.671085817,78.34604471,maize,plain
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,plain
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,plain
104,25,51,28.96361426,93.88482153,6.469983276,23.56130173,muskmelon,Hilly
86,26,27,27.13140403,52.89368299,6.081172981,192.4280381,coffee,Hilly
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,mothbeans,Hilly
3,136,205,17.5862944,80.84806564,6.334771461,71.4065452,grapes,Hilly
39,58,85,17.88776475,15.40589717,5.996932037,68.54932919,chickpea,Hilly
24,21,42,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate,Hilly
39,138,203,21.19339319,82.33098331,6.399433771,74.62834921,grapes,Hilly
83,38,35,25.70822684,52.88667115,7.18915558,136.7325092,coffee,Hilly
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,plain
29,17,29,29.20394909,95.66997327,5.959493188,211.2506267,coconut,Hilly
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,mungbean,Hilly
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil,Hilly
27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,mungbean,Hilly
31,48,45,40.78881819,92.90951393,6.563134737,132.7923586,papaya,plain
81,6,55,24.88910524,85.87059083,6.110142735,51.70699144,watermelon,Hilly
22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans,Hilly
43,64,47,38.58954491,91.58076549,6.825664782,102.2708231,papaya,plain
100,6,53,29.05248036,93.92217834,6.105909623,23.66620626,muskmelon,Hilly
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,mungbean,Hilly
54,65,47,27.92765919,91.55594211,6.721835879,149.9107557,papaya,plain
104,80,54,27.09062164,81.33506906,5.879119455,110.1331182,banana,Hilly
61,51,51,39.30050027,94.16193416,6.574677594,120.9512466,papaya,plain
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,Hilly
30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple,plain
21,26,27,27.00315545,47.67525434,5.699586972,95.85118326,mango,plain
39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango,plain
5,19,25,27.3511056,54.43945147,6.441328044,96.27792547,mango,Hilly
16,8,9,24.60297538,91.28408653,7.601189843,111.2948115,orange,Hilly
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,Hilly
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya,plain
102,53,21,23.03814028,76.11021529,6.913678684,91.49697481,cotton,Hilly
16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,pigeonpeas,plain
0,17,42,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate,plain
11,10,45,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate,Hilly
108,89,53,29.55054817,78.06762846,5.808497604,99.34482238,banana,plain
36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,kidneybeans,plain
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,Hilly
108,33,31,23.69287069,66.76090123,7.393825704,144.6576424,coffee,Hilly
68,58,38,23.22397386,83.03322691,6.336253525,221.2091958,rice,Hilly
57,58,77,18.72649425,17.58406365,7.978996755,81.20176515,chickpea,plain
59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram,Hilly
36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,mungbean,Hilly
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,mungbean,Hilly
16,143,197,22.61711614,93.51978375,5.90402645,116.9256766,apple,plain
19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango,Hilly
78,42,42,20.13017482,81.60487287,7.628472891,262.7173405,rice,Hilly
24,140,205,12.087022,83.59398734,5.93202852,68.66813363,grapes,Hilly
32,130,196,40.66012294,81.24995984,6.372959542,74.03030056,grapes,Hilly
0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,plain
20,29,27,25.09897688,92.36099489,6.047044342,157.7592626,coconut,Hilly
16,143,204,23.71475278,91.53331177,5.631333387,121.8961665,apple,plain
59,70,84,17.3348681,18.74926979,7.550808267,82.61734721,chickpea,plain
2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango,Hilly
50,47,48,24.63676897,90.61964344,6.712772333,218.2299187,papaya,Hilly
33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans,plain
31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans,plain
91,13,47,29.10968327,92.43510994,6.14410903,27.95602304,muskmelon,plain
116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon,Hilly
95,21,47,27.93114233,93.56161439,6.431970877,20.66127836,muskmelon,Hilly
83,95,50,26.51682337,77.79913575,5.50947065,108.8547508,banana,plain
4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango,plain
61,64,52,43.30204933,92.83405443,6.641098708,110.562229,papaya,Hilly
0,67,22,29.82112112,69.4073209,6.593798387,51.56461082,lentil,plain
97,22,26,23.60567546,59.68849145,6.074190142,185.1568059,coffee,plain
30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram,Hilly
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,Hilly
2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango,Hilly
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,plain
29,35,28,28.3471611,53.53903102,6.967417766,90.40260445,mango,plain
38,36,21,28.02952623,84.8845732,6.556372966,36.12042927,mungbean,plain
54,66,52,36.56769731,93.79503425,6.867554147,104.4218596,papaya,Hilly
107,5,52,26.6634609,89.98405233,6.881425746,57.40847165,watermelon,plain
6,64,23,23.33565221,67.40460704,7.065264073,36.18678721,lentil,Hilly
91,35,39,23.79391957,80.41817957,6.970859754,206.2611855,rice,Hilly
66,58,35,23.5643831,79.46283115,7.321619041,185.25947,jute,Hilly
110,39,25,22.60612115,77.34264002,7.208795456,75.13617229,cotton,plain
132,41,22,24.29144926,81.02453404,7.810865753,90.41694635,cotton,plain
0,19,31,25.51791333,94.38420565,6.271952833,178.7297725,coconut,plain
7,11,32,29.25902906,95.11294697,5.542169139,184.7624496,coconut,Hilly
113,37,20,25.03300222,79.04368718,7.393441155,97.10087029,cotton,plain
5,18,14,33.1056981,93.48447453,7.434118807,119.1709113,orange,plain
36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange,Hilly
114,20,26,25.55656667,62.67087838,7.27905689,193.5866233,coffee,plain
94,89,48,28.55980972,84.51602322,5.653437902,111.0843029,banana,plain
58,67,45,38.72382798,91.72514851,6.702424548,62.62377075,papaya,Hilly
25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans,plain
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans,plain
8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,kidneybeans,Hilly
24,6,32,28.11321494,90.01734526,6.387067562,172.4813641,coconut,Hilly
67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute,Hilly
18,19,29,27.59376845,92.48519606,6.206077742,162.8432736,coconut,Hilly
11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans,Hilly
29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange,plain
4,61,21,24.84063998,60.09116626,6.75020529,48.77790371,lentil,plain
125,60,17,24.14386157,84.51591287,6.785723961,80.36146974,cotton,plain
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,Hilly
51,72,75,18.88852533,14.99451145,7.104224797,80.1113384,chickpea,plain
89,25,50,27.04863538,91.34685096,6.375923383,25.08146686,muskmelon,Hilly
61,44,17,26.10018422,71.57476937,6.931756558,102.2662445,maize,Hilly
8,23,44,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate,Hilly
102,45,16,23.65629976,77.52425987,7.2942193,74.8984994,cotton,plain
78,46,42,23.09499564,78.45959697,7.095413294,155.3851533,jute,Hilly
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,mungbean,Hilly
31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange,Hilly
38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,Hilly
84,37,42,25.49674786,81.13449097,6.691074249,169.9288234,jute,plain
95,75,45,28.98333432,82.95958244,5.829898502,109.022564,banana,plain
16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,kidneybeans,plain
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,plain
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,plain
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean,plain
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,plain
85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute,plain
19,72,15,28.83600962,69.76112921,6.890760124,44.08562546,lentil,plain
34,47,19,27.31372793,85.44815232,6.568795404,53.15223123,mungbean,plain
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Hilly
110,15,48,28.57819995,92.86597437,6.212567211,27.5987178,muskmelon,Hilly
107,58,15,23.73868041,75.77503808,7.55606399,76.63669195,cotton,plain
40,29,42,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate,Hilly
107,12,46,29.57240298,93.61870344,6.559763394,27.56918621,muskmelon,plain
4,20,41,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate,Hilly
89,22,52,24.89681131,86.10782926,6.217300786,53.14626213,watermelon,Hilly
60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute,Hilly
30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas,plain
27,24,41,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate,plain
32,71,85,20.62767492,14.44008871,6.403982316,92.06630306,chickpea,Hilly
90,42,43,20.87974371,82.00274423,6.502985292,202.9355362,rice,Hilly
80,52,39,26.41915161,76.85691248,7.165696848,197.2101782,jute,plain
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,plain
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,mothbeans,plain
62,56,35,25.97825807,81.65769588,6.235357638,163.3488091,jute,Hilly
11,143,197,22.98458907,93.3204487,5.875718516,122.1952483,apple,Hilly
14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango,Hilly
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,Hilly
35,74,22,26.7230014,62.96841833,6.898905799,42.87274897,lentil,Hilly
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,mungbean,Hilly
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,plain
103,33,33,26.71717393,50.50148528,7.131435858,126.8073984,coffee,plain
14,74,15,27.99990346,65.57653373,6.493036868,49.94043064,lentil,plain
83,15,49,28.92705913,91.39356832,6.438008153,23.20076686,muskmelon,plain
111,27,31,23.59302313,55.27564977,6.043330951,191.3980675,coffee,Hilly
131,38,19,23.86814008,75.68339729,6.814341946,90.4547185,cotton,plain
40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,Hilly
108,22,46,26.17668721,86.7295205,6.121168559,53.33484977,watermelon,plain
6,124,200,22.98208095,93.84505029,5.971332179,109.5852253,apple,Hilly
113,15,29,27.09617155,63.55324262,6.779230041,190.2440566,coffee,plain
13,28,33,28.130115,95.64807631,5.686972967,151.0761899,coconut,plain
38,135,203,41.36106301,82.79782954,6.444373116,69.92107482,grapes,Hilly
5,45,21,28.36291385,88.00989267,6.487124217,43.05130077,mungbean,Hilly
31,79,75,18.8202251,16.1074793,8.204862075,89.73119396,chickpea,plain
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,Hilly
111,50,15,25.16820129,80.30351815,7.884550475,84.62419032,cotton,plain
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,Hilly
7,63,24,19.55750776,64.45268309,6.818681086,53.04669416,lentil,plain
107,11,54,28.59052369,91.33617236,6.094016338,29.44008034,muskmelon,plain
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,plain
88,35,35,27.55906475,58.45742907,6.784460602,117.9389993,coffee,Hilly
100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute,Hilly
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,Hilly
136,36,20,23.09595631,84.86275707,6.925412377,71.29581071,cotton,Hilly
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean,Hilly
16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,pigeonpeas,plain
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,Hilly
21,20,31,25.60033702,99.7240104,5.855457599,165.8248732,coconut,plain
4,18,37,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate,Hilly
31,130,198,21.80129837,92.73446667,5.554823557,120.0586671,apple,plain
101,25,52,29.09910406,94.22237826,6.750145572,22.52497327,muskmelon,plain
112,73,48,29.2440638,77.32017166,5.707488987,90.66727868,banana,plain
23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram,Hilly
30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango,Hilly
24,27,9,18.86883219,93.24688124,6.157135092,119.3936976,orange,Hilly
